time(ms),x-accel,y-accel,z-accel
2634190.0000006715,-0.09671,-1.008484,0.05014
2661340.0000023833,-0.084366,-1.000717,-0.001953
2688490.0000004563,-0.030792,-1.024231,0.010513
2715680.000001157,-0.017548,-0.991806,0.1026
2742830.0000028685,-0.044037,-1.014221,0.081055
2769980.0000009416,-3.05E-4,-0.994751,0.067307
2797130.0000026533,-0.01947,-1.004807,7.93E-4
2824280.0000007264,-0.030197,-0.994263,-0.027115
2851460.00000168,0.024887,-0.963943,-0.005814
2878609.999999753,0.022354,-1.006531,0.004227
2905760.0000014645,-0.010666,-0.999084,0.03183
2932910.000003176,0.002548,-0.985748,0.04982
2960050.0000015018,-0.027496,-1.03688,-0.008163
2987240.0000022026,0.017456,-0.994476,0.052109
3014390.0000002757,-0.004532,-1.026611,-0.007126
3041540.0000019874,-0.028305,-1.036819,-0.029099
3068690.0000000605,-0.0979,-1.067627,0.078079
3095840.000001772,-0.042572,-0.983475,0.008148
3123030.0000024727,0.026596,-0.99408,-0.053513
3150170.0000007986,-0.002869,-1.009537,0.011963
3177320.00000251,-0.040283,-0.993484,0.001053
3204470.000000583,0.03447,-1.006668,0.012085
3231620.000002295,0.033783,-0.991638,0.00325
3258810.000002995,-0.005432,-0.955292,-0.077576
3285960.0000010687,0.100159,-1.061371,0.034012
3313110.00000278,0.034149,-1.01889,0.107117
3340260.000000853,-0.081039,-1.029282,-0.046173
3367410.000002565,0.057419,-1.009689,-0.002457
3394600.000003265,0.02594,-0.999786,-0.051376
3421750.000001339,0.033707,-1.022018,0.034897
3448900.00000305,0.036255,-1.006607,-5.95E-4
3476050.000001123,0.032257,-1.008209,-0.04805
3503200.000002835,0.047562,-0.994949,-0.013229
3530389.9999998976,0.060089,-1.014053,0.036484
3557540.000001609,0.084045,-1.007843,0.046692
3584689.9999996824,0.093674,-1.006393,0.022614
3611850.000001141,0.079514,-1.022232,0.033173
3639000.000002852,0.05191,-1.001511,0.028061
